Rating,Size,Type_of_ownership,Industry,Sector,Revenue,Easy_Apply,Job_Title_simp,Job_Seniority,avg_salary,company_name,python_yn,R_yn,spark,aws,excel,job_state,job_headquarters,age_of_company,num_comp
4.1,5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,data_scientist,na,107,Mentor Graphics,1,0,0,0,1,CA, OR,42,3
4.2,201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),1,data_scientist,na,100.5,PeoplesBank,0,0,0,0,1,MA, MA,138,0
3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,manager,63,MassMutual,0,0,0,0,1,MA, MA,172,0
4.8,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,data_scientist,senior,100.5,Acuity Insurance,0,0,0,0,0,WI, WI,98,0
4.3,501 to 1000 employees,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),0,data_analyst,na,58,OceanFirst Financial,0,0,0,1,0,NJ, NJ,121,0
3.5,501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,data_analyst,manager,64,Central California Alliance for Health,0,0,0,0,0,CA, CA,27,0
4.7,501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,data_analyst,na,86.5,Centauri,0,0,0,0,0,OH, VA,24,3
3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,data_analyst,director,84.5,Rochester Regional Health,0,0,0,0,0,NY, NY,9,0
3.2,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,data_analyst,na,125,Information Builders,1,0,0,1,1,NY, NY,48,3
3.5,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,data_engineer,na,68.5,Saama Technologies Inc,1,0,1,0,0,AZ, CA,26,3
4,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,data_analyst,senior,92,23andMe,0,0,0,1,1,CA, CA,17,3
3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,data_analyst,na,82,Esri,1,0,0,0,0,VA, CA,54,1
3.8,501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,1,data_analyst,manager,40.5,Full Potential Solutions,1,0,0,1,1,MO, MO,6,0
3.2,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,data_analyst,na,125,Information Builders,1,0,0,1,1,NY, NY,48,3
4.2,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,data_analyst,manager,221.5,Grand Rounds,1,0,0,0,1,CA, CA,12,0
4.7,51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),0,data_analyst,na,59,DECISIVE ANALYTICS Corporation,1,0,0,0,1,AL, VA,27,2
4.3,1001 to 5000 employees,Subsidiary or Business Segment,Education Training Services,Education,Unknown / Non-Applicable,1,data_scientist,na,87.5,Trilogy Ed,1,0,0,0,0,TX, NY,8,3
4,1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,data_analyst,na,21.5,Texas Health Huguley Hospital,0,0,0,1,0,TX, TX,46,0
4.4,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,data_scientist,senior,128.5,Maven Wave Partners,1,0,0,1,1,IL, IL,15,0
4.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,data_scientist,na,112.5,New England Biolabs,1,0,0,0,1,MA, MA,49,3
3.6,1001 to 5000 employees,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),0,data_scientist,na,96,Amrock,1,0,0,0,0,MI, MI,26,0
3.7,1001 to 5000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),0,data_engineer,jr,177,Samsung Research America,1,0,1,1,0,CA, CA,35,3
2.9,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,data_analyst,na,70,Q2 Solutions,0,0,0,0,1,NY, NC,8,0
4,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,data_scientist,na,87.5,Pinnacol Assurance,1,0,0,0,1,CO, CO,108,0
4.3,51 to 200 employees,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),0,data_scientist,na,84,SMC 3,1,0,0,0,1,KY, GA,88,0
2.6,10000+ employees,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,1,data_scientist,na,121,West Coast University,1,0,0,0,0,CA, CA,26,0
4,5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,data_engineer,director,162.5,Autodesk,1,0,1,0,1,CA, CA,41,0
3.5,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),1,data_analyst,senior,98.5,Western Digital,1,0,1,1,0,CA, CA,53,2
3,10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),1,data_analyst,na,62.5,Infosys,0,0,0,0,1,CT, India,42,3
3.5,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),1,data_analyst,senior,154.5,Sunovion,1,0,0,0,1,MA, MA,13,3
3.7,5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),0,data_engineer,na,105.5,Maxar Technologies,1,0,1,0,0,VA, CO,2024,0
3.5,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,data_engineer,na,94.5,Alignment Healthcare,1,0,1,1,1,CA, CA,10,0
3.7,501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),1,data_analyst,na,87,Cboe Global Markets,1,0,0,0,1,KS, IL,50,0
3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_analyst,senior,106.5,Novartis,1,0,0,0,0,MA, Switzerland,27,0
4,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,data_scientist,senior,142,Novetta,1,0,0,1,0,VA, VA,11,3
3.1,1001 to 5000 employees,Company - Public,Video Games,Media,$10+ billion (USD),1,data_engineer,na,113,NCSOFT,1,0,1,1,1,CA, South Korea,26,3
3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,data_engineer,senior,136.5,Tapjoy,0,0,0,0,0,CA, CA,16,2
3.6,10000+ employees,Company - Public,Wholesale,Business Services,$10+ billion (USD),1,data_analyst,director,179.5,Grainger,1,0,0,0,1,IL, IL,96,0
3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),1,data_engineer,senior,136.5,Tapjoy,0,0,0,0,0,CA, CA,16,2
3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_scientist,senior,137,AstraZeneca,1,0,0,0,0,NY, United Kingdom,110,3
3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,data_analyst,na,68.5,Esri,1,0,1,0,1,CA, CA,54,1
3.6,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),1,data_analyst,director,111.5,IQVIA,0,0,0,0,0,PA, NC,6,3
3.9,51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,data_analyst,senior,138.5,Life360,1,0,0,0,0,CA, CA,15,0
3.8,501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),0,data_scientist,na,72,Tecolote Research,1,0,0,0,1,NM, CA,50,0
3.7,201 to 500 employees,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,0,data_scientist,senior,105,Evolve Vacation Rental,1,0,0,0,0,CO, CO,12,0
3.7,501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),1,data_analyst,na,87,Cboe Global Markets,1,0,0,0,1,KS, IL,50,0
3.4,1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),1,data_scientist,na,97,PA Consulting,1,0,1,0,1,NY, United Kingdom,80,3
3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,data_analyst,na,129.5,MassMutual,1,0,1,1,1,MA, MA,172,0
3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),1,data_analyst,manager,127.5,"Numeric, LLC",0,0,0,0,1,PA, PA,2024,0
3.3,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,data_analyst,na,45.5,National Interstate,0,0,0,0,0,OH, OH,34,0
4.1,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,data_scientist,na,154.5,Netskope,1,0,1,0,1,CA, CA,11,3
3.3,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),1,data_analyst,na,45.5,National Interstate,0,0,0,0,0,OH, OH,34,0
3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,data_analyst,na,103.5,Reynolds American,0,0,0,0,0,KY, NC,148,0
4.5,51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,data_engineer,senior,122.5,Moser Consulting,1,0,1,1,0,IN, IN,27,0
3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_analyst,director,95,AstraZeneca,0,0,0,0,0,MD, United Kingdom,110,3
3.8,501 to 1000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,data_scientist,na,91,Zimmerman Advertising,1,0,0,0,1,FL, FL,39,0
3.9,1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),0,data_analyst,senior,71.5,Southwest Research Institute,1,0,0,1,1,TX, TX,76,3
3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,data_analyst,senior,80.5,Reynolds American,0,0,0,0,1,NC, NC,148,0
3.4,201 to 500 employees,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),0,data_analyst,na,44,SV Microwave,0,0,0,0,0,FL, FL,32,0
3.4,1001 to 5000 employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,data_analyst,manager,109.5,Church & Dwight,1,0,0,0,1,NJ, NJ,177,0
3.9,51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,data_engineer,na,84.5,Cogo Labs,1,0,1,0,0,MA, MA,18,0
3,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,data_scientist,na,119.5,L.A. Care Health Plan,1,0,1,0,0,CA, CA,26,3
3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_engineer,director,154.5,Takeda Pharmaceuticals,0,0,1,1,1,MA, Japan,242,3
4.4,51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,1,data_engineer,na,85,BRMi,1,0,1,1,0,VA, DC,19,0
3.8,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,data_scientist,na,107,Legal & General America,1,0,0,0,1,MD, MD,42,0
4.7,501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),1,data_scientist,na,168,Confluent,1,0,0,0,1,CA, CA,9,0
3.6,1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),0,data_analyst,na,66,AXION Healthcare Solutions,0,0,0,0,1,NY, NY,43,2
3.5,201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),1,data_scientist,na,88.5,U.Group,0,0,0,1,0,IN, VA,4,0
4.8,501 to 1000 employees,Company - Private,Security Services,Business Services,$100 to $500 million (USD),0,data_scientist,na,85,KnowBe4,1,0,1,0,1,FL, FL,13,0
3,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,data_analyst,senior,133,Tempus Labs,1,0,0,1,0,IL, IL,8,0
4.4,51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,1,data_analyst,senior,106.5,KSM Consulting,1,0,1,1,0,IN, IN,15,0
4.4,1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),1,data_engineer,na,88,Eventbrite,1,0,1,1,1,TN, CA,17,3
3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),0,data_analyst,senior,77.5,MITRE,0,0,0,0,0,VA, MA,65,3
3.4,501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,data_engineer,senior,100,Tivity Health,0,0,0,0,0,AZ, TN,42,0
3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_scientist,na,114.5,Novartis,1,0,0,0,0,MA, Switzerland,27,0
3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_analyst,na,90.5,GSK,0,0,0,1,0,MA, United Kingdom,193,3
4.8,1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,1,data_scientist,na,145.5,TechProjects,1,0,0,0,1,NY, NJ,12,0
3.7,501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,data_analyst,na,31.5,Vail Health,0,0,0,0,0,CO, CO,57,0
3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,data_scientist,na,109.5,Northrop Grumman,0,0,0,0,1,CA, VA,84,0
4.3,1001 to 5000 employees,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),0,data_scientist,senior,130,Equity Residential,1,0,1,0,1,IL, IL,30,3
4,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,data_engineer,na,99,Pinnacol Assurance,1,0,0,1,0,CO, CO,108,0
3.8,501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,data_engineer,jr,149.5,Sumo Logic,0,0,1,1,0,TX, CA,13,3
3.3,1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),1,data_engineer,na,118.5,Peraton,1,0,1,0,0,VA, VA,6,0
3.6,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),1,data_analyst,director,111.5,IQVIA,0,0,0,0,0,PA, NC,6,3
4,1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,data_analyst,na,21.5,Texas Health Huguley Hospital,0,0,0,1,0,TX, TX,46,0
2.2,501 to 1000 employees,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,0,data_analyst,na,85.5,"Rodan and Fields, LLC",0,0,0,0,1,CA, CA,21,0
3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,data_scientist,na,114.5,Liberty Mutual Insurance,1,0,0,0,0,MA, MA,111,3
3.2,501 to 1000 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,1,data_engineer,na,64.5,Guidepoint,1,0,0,1,1,NY, NY,20,3
3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,data_analyst,na,82,Esri,1,0,0,0,0,VA, CA,54,1
3.4,201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,data_scientist,na,95,"Remedy BPCI Partners, LLC.",1,0,1,1,0,NY, CT,12,2
2.7,51 to 200 employees,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),1,data_scientist,na,120,State of Wisconsin Investment Board,1,0,0,0,0,WI, WI,72,0
3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_scientist,senior,121,Novartis,0,0,0,0,0,MA, Switzerland,27,0
3.5,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,data_engineer,na,68.5,Saama Technologies Inc,1,0,1,0,0,AZ, CA,26,3
3.6,1001 to 5000 employees,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,Unknown / Non-Applicable,1,data_engineer,na,146,Audible,0,0,0,0,1,NJ, NJ,28,0
3.7,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1,data_analyst,na,61,Motorola Solutions,1,0,1,0,0,IL, IL,95,3
4,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,data_engineer,na,99,Pinnacol Assurance,1,0,0,1,0,CO, CO,108,0
4.7,51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),1,data_analyst,na,106.5,IT Concepts,0,0,0,0,0,MD, VA,20,0
3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,data_scientist,senior,164,MassMutual,1,0,1,1,0,MA, MA,172,0
3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,data_scientist,na,76.5,PNNL,1,0,0,0,0,WA, WA,58,3
4.4,1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,0,data_scientist,na,172,Two Sigma,0,0,0,0,0,NY, NY,22,0
3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_analyst,senior,151.5,Takeda Pharmaceuticals,0,0,0,0,1,CA, Japan,242,3
4,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),1,data_scientist,senior,147,Novetta,1,0,0,1,0,VA, VA,11,3
3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,data_analyst,manager,68.5,MassMutual,0,0,0,0,1,MA, MA,172,0
3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_analyst,senior,84.5,GSK,0,0,0,1,0,MA, United Kingdom,193,3
4.6,1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,data_analyst,na,68,"Torch Technologies, Inc.",1,0,0,0,1,AL, AL,21,0
2.1,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,data_analyst,na,111.5,Cerus Corporation,0,0,0,0,1,CA, CA,2024,0
3.8,1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),0,data_analyst,na,60,Associated Banc-Corp,0,0,0,1,1,WI, WI,153,3
2.9,1001 to 5000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),0,data_analyst,na,81.5,Pharmavite,0,0,0,0,1,CA, CA,52,2
3.9,501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,data_scientist,senior,112,The Buffalo Group,1,0,1,0,0,VA, VA,13,3
3.2,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),0,data_analyst,na,25,Catholic Health Initiatives,0,0,0,0,0,NE, CO,27,2
3.3,1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),1,data_scientist,na,110,Peraton,1,0,0,0,1,VA, VA,6,0
3.9,201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,data_scientist,senior,122,Luminar Technologies,1,0,0,1,0,FL, FL,11,0
2.9,51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,data_engineer,jr,114,Affinity Solutions,1,0,1,0,0,CA, NY,25,3
3.7,201 to 500 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,data_engineer,na,110.5,GNY Insurance Companies,1,0,0,0,1,NY, NY,109,3
3.9,10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_scientist,senior,169,Genentech,1,0,1,0,1,CA, CA,47,0
3.5,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),1,data_scientist,jr,171.5,Western Digital,1,0,0,1,0,CA, CA,53,2
3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_engineer,director,154.5,Takeda Pharmaceuticals,0,0,1,1,1,MA, Japan,242,3
2.4,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,data_analyst,na,70.5,Crown Bioscience,0,0,0,0,0,CA, CA,17,0
3.9,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),1,data_analyst,na,66.5,"Emtec, Inc.",1,0,0,0,0,IL, FL,28,0
3.8,501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,data_engineer,jr,149.5,Sumo Logic,0,0,1,1,0,TX, CA,13,3
4.6,51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),1,data_analyst,senior,121,Mitsubishi Electric Research Labs,0,0,0,1,1,MA, MA,32,3
3.9,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,data_analyst,na,66.5,"Emtec, Inc.",1,0,0,0,0,IL, FL,28,0
3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_engineer,na,102.5,Takeda Pharmaceuticals,1,0,1,1,1,MA, Japan,242,3
3.5,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,data_engineer,na,94.5,Alignment Healthcare,1,0,1,1,1,CA, CA,10,0
3.7,501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,data_analyst,na,31.5,Vail Health,0,0,0,0,0,CO, CO,57,0
4.6,501 to 1000 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),0,data_analyst,na,43,GreatAmerica Financial Services,0,0,0,0,1,IA, IA,31,0
